,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,ActorNation
479,07-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the websites of four Lithuanian logistics companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
480,07-01-23,Estonia,Transportation,DDoS attack against the website of Estonia's railways,Disruption,DDoS,NoName057(16),Possible,Russian Federation
481,07-01-23,Poland,Manufacturing,Campaign: DDoS attack against the website of a Polish weapons manufacturer.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
482,07-01-23,Poland,Public administration,Campaign: DDoS attacks against the websites of two Polish public institutions,Disruption,DDoS,NoName057(16),Possible,Russian Federation
483,06-01-23,Latvia,Public administration,DDoS attack against the website of Latvia's financial intelligence services.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
484,06-01-23,Poland,Administrative / Support,DDoS attack against a Polish railways tickets portal.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
485,06-01-23,Lithuania,Transportation,DDoS attacks against two subdomains of the website of a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
486,06-01-23,Latvia,Transportation,DDoS attack against the website of a Latvian freight carrier.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
487,06-01-23,Poland,Transportation,DDoS attack against a Polish logistics company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
488,06-01-23,Lithuania,Transportation,DDoS attack against the website of a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
489,05-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the websites of three Lithuanian logistics companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
490,05-01-23,Latvia,Manufacturing,DDoS attack against the website and one subdomain of a Latvian ship repairment company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
491,05-01-23,Lithuania,ICT,Campaign: DDoS attack against the website of a Lithuanian data center.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
492,05-01-23,Ukraine,Financial,DDoS attack against the website of a Ukrainian insurance provider,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
493,04-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the websites of nine Lithuanian logistics companies,Disruption,DDoS,NoName057(16),Possible,Russian Federation
494,04-01-23,Ukraine,ICT,DDoS attack against the website of a Ukrainian mobile operator,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
495,03-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the websites of four Lithuanian logistics companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
496,03-01-23,Ukraine,Energy,DDoS attack against the website of a Ukrainian gas station network,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
497,02-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the websites of four Lithuanian logistics companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
498,02-01-23,Netherlands,ICT,DDoS attack against an online plain text content-hosting service.,Disruption,DDoS,Mirai,Possible,Russian Federation
499,01-01-23,Lithuania,Transportation,Campaign: DDoS attacks against the domain of a Lithuanian-based logistics company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
500,01-01-23,United States,Other service,DDoS attack against the website of a live streaming video game service.,Disruption,DDoS,Mirai,Possible,Russian Federation
501,01-01-23,Lithuania,Transportation,DDoS attack against the website of a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
502,31-12-22,Latvia,Transportation,Campaign: DDoS attack against the website of Latvian railways,Disruption,DDoS,NoName057(16),Possible,Russian Federation
503,31-12-22,Latvia,Energy,Campaign: DDoS attack against the website of a Latvian energy production and distribution plant,Disruption,DDoS,NoName057(16),Possible,Russian Federation
504,31-12-22,Latvia,Manufacturing,Campaign: DDoS attack against the website of a Latvian ship repairment company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
505,31-12-22,Latvia,Public administration,Campaign: DDoS attack against the website of the Latvian electronic auctions portal.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
506,31-12-22,Latvia,Public administration,Campaign: DDoS attack against the website of the Latvian merchants' information processing system.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
507,30-12-22,Russian Federation,Public administration,Campaign: Defacement operations against the websites of at least seven Russian district administrations,Disinformation,Defacement,IT Army of Ukraine,Possible,Ukraine
508,30-12-22,Latvia,Transportation,DDoS attacks against the website and two subdomains of a Latvian freight carrier,Disruption,DDoS,NoName057(16),Possible,Russian Federation
509,30-12-22,United States,Media,DDoS attack against the website of an online journal providing business information and predictive intelligence.,Disruption,DDoS,Mirai,Possible,Russian Federation
510,29-12-22,Latvia,Transportation,Campaign: DDoS attacks against the domain of Latvia's railways,Disruption,DDoS,NoName057(16),Possible,Russian Federation
511,29-12-22,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
512,28-12-22,Latvia,Energy,Campaign: DDoS attack against the website of a Latvian energy production and distribution plant,Disruption,DDoS,NoName057(16),Possible,Russian Federation
513,28-12-22,Lithuania,ICT,"DDoS attack against the website, and online resources, of a Lithuanian data logistics center.",Disruption,DDoS,NoName057(16),Possible,Russian Federation
514,28-12-22,Latvia,Manufacturing,Campaign: DDoS attacks against the websites of two Latvian companies engaged in ship repairment,Disruption,DDoS,NoName057(16),Possible,Russian Federation
515,28-12-22,Latvia,Public administration,Campaign: DDoS attack against the website of the Latvian merchants' information processing system.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
516,27-12-22,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
517,27-12-22,United States,ICT,DDoS attack against the support webpage of a popular search engine.,Disruption,DDoS,Mirai,Possible,Russian Federation
518,27-12-22,Latvia,Public administration,Campaign: DDoS attack against the website of the Latvian electronic auctions portal.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
519,27-12-22,Latvia,Trade,Campaign: DDoS attacks against the websites of two Latvian companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
520,27-12-22,Latvia,Energy,Campaign: DDoS attack against Latvia's state-owned energy company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
521,26-12-22,Latvia,Transportation,Campaign: DDoS attack against the website of a Latvian airline,Disruption,DDoS,NoName057(16),Possible,Russian Federation
522,26-12-22,Latvia,Transportation,Campaign: DDoS attack against the website of a Latvian port,Disruption,DDoS,NoName057(16),Possible,Russian Federation
523,26-12-22,Latvia,Transportation,"Campaign: DDoS attack against the website, and two subdomains, of a Latvian private freight carrier",Disruption,DDoS,NoName057(16),Possible,Russian Federation
524,26-12-22,Latvia,Transportation,Campaign: DDoS attack against the website of a Latvian international airport.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
525,25-12-22,Latvia,Public administration,Campaign: DDoS attack against the website of a Latvian regulatory body.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
526,25-12-22,Latvia,Transportation,Campaign: DDoS attacks against the main website and seven subdomains of Latvia's railways,Disruption,DDoS,NoName057(16),Possible,Russian Federation
527,24-12-22,Poland,Public administration,Campaign: DDoS attacks against the websites of eight Polish public institutions.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
528,23-12-22,Poland,Public administration,Campaign: DDoS attacks against the websites of seven Polish public institutions.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
529,22-12-22,Poland,Public administration,DDoS attack against the website of a Polish court.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
530,22-12-22,Latvia,Nonprofit,DDoS attack against the website of a Latvian charity organization.,Disruption,DDoS,NoName057(16),Confirmed,Russian Federation
531,22-12-22,United Kingdom,Manufacturing,DDoS attack against the website of a British munition manufacturer.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
532,21-12-22,Russian Federation,Professional / scientific,DDoS attack against the servers of a Russian freelancing platform.,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
533,21-12-22,Russian Federation,Professional / scientific,DDoS attack against the servers of a Russian freelancing platform.,Disruption,DDoS,IT Army of Ukraine,Probable,Ukraine
534,20-12-22,Latvia,Public administration,Campaign: DDoS attacks against the websites of three Latvian public institutions.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
535,19-12-22,Latvia,Public administration,DDoS attack against the website of Latvia's financial intelligence services.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
536,19-12-22,Latvia,Administrative / Support,DDoS attack against an online resource of the website of Latvia's police.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
537,19-12-22,Latvia,Public administration,DDoS attack against the website of a Latvian agency responsible for the registration of companies.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
538,18-12-22,Sweden,ICT,DDoS attack against the support webpage of a Swedish audio streaming and media services provider.,Disruption,DDoS,Mirai,Possible,Russian Federation
539,18-12-22,Poland,Manufacturing,DDoS attack against the website of a Polish armament manufacturer.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
540,18-12-22,Lithuania,Energy,DDoS attack against the website of a Lithuanian energy distributor.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
541,17-12-22,Ukraine,Arts,Campaign: DDoS attacks against the websites of three Ukrainian football teams.,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
542,16-12-22,Poland,Public administration,DDoS attack against the website and IT services of a Polish public institution for the social security system of farmers,Disruption,DDoS,NoName057(16),Possible,Russian Federation
543,15-12-22,Austria,Transportation,"DDoS attack against the website, and nine online resources, of the national railway system of Austria.",Disruption,DDoS,NoName057(16),Possible,Russian Federation
544,14-12-22,Russian Federation,Professional / scientific,DDoS attack against the servers of a Russian freelancing platform.,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
545,14-12-22,Ukraine,Public administration,Campaign: Ukrainian government organizations targeted by a trojanized Windows 10,Data,Malware,UNC4166,Probable,Russian Federation
546,14-12-22,Russian Federation,ICT,Hack and leak operation against a Russian online platform providing travel services,Data,Hack And Leak,NLB,Possible,Ukraine
547,14-12-22,Poland,Public administration,DDoS attack against the website of the lower house of the Polish parliament,Disruption,DDoS,NoName057(16),Confirmed,Russian Federation
548,13-12-22,Russian Federation,Transportation,"DDoS attack against the website of a Russian application for rides requests, food orders or sending items across town.",Disruption,DDoS,Mirai,Possible,Russian Federation
549,13-12-22,United States,ICT,DDoS attack against the cloud service of a US multinational technology company.,Disruption,DDoS,Mirai,Possible,Russian Federation
550,13-12-22,Russian Federation,Professional / scientific,DDoS attack against the servers of a Russian freelancing platform.,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
551,13-12-22,Russian Federation,Arts,DDoS attack against the Russian domain of an online video game,Disruption,DDoS,Mirai,Possible,Russian Federation
