,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
4,26-11-22,Moldova,Public administration,Campaign: DDoS attack against the website of the President of Moldova,Disruption,DDoS,Russian Hackers Team,Possible,
5,22-11-22,Ukraine,Financial,DDoS attack against an online resource of a Ukrainian bank,Disruption,DDoS,NoName057(16),Possible,
6,22-11-22,Belgium,Public administration,DDoS attack against the website of the EU parliament,Disruption,DDoS,Anonymous Russia,Confirmed,
7,21-11-22,Ukraine,Administrative / Support,DDoS attack against a Ukrainian website for booking bus trips,Disruption,DDoS,NoName057(16),Possible,
8,21-11-22,Ukraine,Financial,Campaign: DDoS attacks against the websites of three Ukrainian banks,Disruption,DDoS,NoName057(16),Possible,
9,21-11-22,Moldova,Public administration,DDoS attack against the website of a Moldovan ministry,Disruption,DDoS,Russian Hackers Team,Possible,
0,21-11-22,France,Manufacturing,DDoS attack against the website of a European multi-national group providing missiles and missile systems,Disruption,DDoS,Anonymous Russia,Possible,
1,21-11-22,United Kingdom,Public administration,DDoS attack against the website of the Prince of Wales,Disruption,DDoS,KillNet,Possible,
2,21-11-22,United Kingdom,Financial,DDoS attack against the website of the stock exchange in the City of London,Disruption,DDoS,KillNet,Possible,
3,21-11-22,Ukraine,Transportation,DDoS attacks against the website of Ukraine's postal services,Disruption,DDoS,NoName057(16),Possible,
4,21-11-22,United Kingdom,Financial,DDoS attack against the website of a British organization responsible for the clearing and settlement of UK automated direct debit and the provision of third-party services,Disruption,DDoS,KillNet,Possible,
5,20-11-22,Ukraine,Transportation,Campaign: DDoS attacks against against the administration of Ukraine's public railway transport website and online resources,Disruption,DDoS,NoName057(16),Possible,
6,20-11-22,Ukraine,Financial,DDoS attack against the website of the oldest foreign bank in Ukraine,Disruption,DDoS,NoName057(16),Possible,
7,20-11-22,Ukraine,Transportation,DDoS attack against the website of a Ukrainian logistics company,Disruption,DDoS,NoName057(16),Possible,
8,20-11-22,Ukraine,Public administration,Hack and leak operation against a Ukrainian ministry.,Data,Hack And Leak,XakNet,Possible,
9,20-11-22,Ukraine,Financial,DDoS attacks against the website and online resources of a Ukrainian bank,Disruption,DDoS,NoName057(16),Possible,
0,19-11-22,Belarus,Administrative / Support,DDoS attack against the website of a Belarusian opposition,Disruption,DDoS,Anonymous Russia,Possible,
1,19-11-22,Ukraine,Manufacturing,DDoS attacks against the online resources of a Ukrainian industrial company,Disruption,DDoS,NoName057(16),Possible,
2,19-11-22,United Kingdom,Manufacturing,DDoS attack against the website of a global engineering and manufacturing company,Disruption,DDoS,NoName057(16),Possible,
3,19-11-22,Ukraine,Agriculture,DDoS attack against the website of Ukraine's largest producer and exporter of poultry.,Disruption,DDoS,People's CyberArmy,Possible,
4,18-11-22,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank.,Disruption,DDoS,NoName057(16),Possible,
5,18-11-22,Estonia,Public administration,DDoS attack against an online resource of Estonia's e-residency website.,Disruption,DDoS,NoName057(16),Possible,
6,18-11-22,Estonia,Energy,DDoS attack against an Estonian state-owned energy company,Disruption,DDoS,NoName057(16),Probable,
7,18-11-22,United States,ICT,Campaign: DDoS attacks against a satellite internet constellation operated by a U.S.-based corporation.,Disruption,DDoS,KillNet,Possible,
8,18-11-22,Estonia,Financial,DDoS attack against the website of an Estonian bank,Disruption,DDoS,NoName057(16),Possible,
9,17-11-22,Ukraine,Financial,Campaign: DDoS attacks against the websites of six Ukrainian banks.,Disruption,DDoS,NoName057(16),Possible,
0,17-11-22,Russian Federation,Public administration,Hack and leak operation against the Russian federal executive agency responsible for monitoring and supervising Russian mass media,Disruption,Hack And Leak,Cyber Partisans,Probable,
1,17-11-22,Latvia,Manufacturing,DDoS attack against the website of a Latvian electronic systems manufacturer,Disruption,DDoS,NoName057(16),Possible,
2,17-11-22,United States,ICT,Campaign: DDoS attacks against a satellite internet constellation operated by a U.S.-based corporation.,Disruption,DDoS,KillNet,Possible,
3,17-11-22,United States,Administrative / Support,Campaign: DDoS attacks against the websites of five U.S. cities,Disruption,DDoS,RADIS,Possible,
4,17-11-22,Latvia,Transportation,DDoS attack against the website of the Latvian railways,Disruption,DDoS,NoName057(16),Possible,
5,16-11-22,United Kingdom,Public administration,Campaign: DDoS attacks against the websites of four British councils,Disruption,DDoS,NoName057(16),Possible,
6,16-11-22,United States,Public administration,Two DDoS attacks against the website of the official residence and workplace of the US president,Disruption,DDoS,KillNet,Possible,
7,16-11-22,Poland,Transportation,Campaign: DDoS attack against the website of the operator of a light rail commuter line in Warsaw,Disruption,DDoS,Anonymous Russia,Possible,
8,16-11-22,Poland,Administrative / Support,Campaign: DDoS attack against the website of a Polish railway line operator,Disruption,DDoS,Anonymous Russia,Possible,
9,16-11-22,Poland,Transportation,Campaign: DDoS attack against the website of Warsaw's metro,Disruption,DDoS,Anonymous Russia,Possible,
0,16-11-22,Poland,Administrative / Support,Campaign: DDoS attack against the website of a Polish bus ticket retailer,Disruption,DDoS,Anonymous Russia,Possible,
1,16-11-22,Poland,Transportation,Campaign: DDoS attack against the website of a Polish taxi company,Disruption,DDoS,Anonymous Russia,Possible,
2,15-11-22,Poland,ICT,Campaign: DDoS attacks against the websites of 5 Polish data centers,Disruption,DDoS,Anonymous Russia,Possible,
3,15-11-22,Poland,Transportation,Campaign: DDoS attacks against the websites of four Polish airports,Disruption,DDoS,Anonymous Russia,Possible,
4,15-11-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,XakNet,Possible,
5,15-11-22,Poland,Administrative / Support,Campaign: DDoS attacks against the websites of 13 Polish police stations,Disruption,DDoS,Anonymous Russia,Possible,
6,14-11-22,United Kingdom,Media,DDoS attack against the website of a British magazine,Disruption,DDoS,NoName057(16),Possible,
7,14-11-22,Germany,Nonprofit,DDoS attack against the online resource of an international organization,Disruption,DDoS,NoName057(16),Possible,
8,14-11-22,Ukraine,Transportation,"Campaign: DDoS attacks against the website, investment portal, and ticket buying webpage, of the operator of Ukraine's railways",Disruption,DDoS,NoName057(16),Possible,
9,13-11-22,United States,Administrative / Support,DDoS attack against online resources of the domestic intelligence and security service of the United States,Disruption,DDoS,RADIS,Possible,
0,13-11-22,Ukraine,Trade,DDoS attack against the website of a Ukrainian online trading platform,Disruption,DDoS,NoName057(16),Possible,
1,13-11-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian education platform for entrepreneurs,Disruption,DDoS,NoName057(16),Possible,
2,13-11-22,Ukraine,Public administration,DDoS attack against the website of Ukrainian tax authorities,Disruption,DDoS,People's CyberArmy,Possible,
3,13-11-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian large-scale national project for entrepreneurship and export promotion,Disruption,DDoS,NoName057(16),Possible,
4,12-11-22,Poland,Public administration,DDoS attack against the website of the Polish governmental administration service center,Disruption,DDoS,NoName057(16),Possible,
5,12-11-22,Poland,Public administration,DDoS attack against the website of a Polish Provincial Road Transport Inspectorate,Disruption,DDoS,NoName057(16),Possible,
6,12-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
7,12-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
8,12-11-22,Bulgaria,Public administration,Campaign: DDoS attacks against the websites of three Bulgarian public administrations,Disruption,DDoS,Anonymous Russia,Probable,
9,12-11-22,Bulgaria,Transportation,Campaign: DDoS attacks against the websites of three Bulgarian companies in the transportation sector.,Disruption,DDoS,Anonymous Russia,Possible,
0,12-11-22,Ukraine,Education,DDoS attack against the website of a Ukrainian university,Disruption,DDoS,People's CyberArmy,Possible,
1,11-11-22,Poland,Public administration,Campaign: DDoS attacks against the websites of three Polish district courts,Disruption,DDoS,NoName057(16),Possible,
2,11-11-22,Poland,Professional / scientific,DDoS attack against the website of the Polish Scientific Excellence Council,Disruption,DDoS,NoName057(16),Possible,
3,11-11-22,Greece,Other service,Campaign: DDoS attacks against the websites of three food delivery services,Disruption,DDoS,Anonymous Russia,Possible,
4,11-11-22,Greece,Media,DDoS attack against the website of a Greek TV channel,Disruption,DDoS,KillMilk,Possible,
5,11-11-22,Greece,Energy,"Campaign: DDoS attacks against the website, and online resources, of the state-controlled electric power company",Disruption,DDoS,RADIS,Possible,
6,10-11-22,Poland,Public administration,DDoS attack against the website of a Polish program portal,Disruption,DDoS,NoName057(16),Possible,
7,10-11-22,Ukraine,Unknown,Campaign: FRwL attacks Ukrainian organizations,Data,Malware,FRwL,Confirmed,
8,10-11-22,Greece,ICT,Campaign: DDoS attack against the website of a Greek mobile operator.,Disruption,DDoS,KillNet,Possible,
9,10-11-22,Greece,Public administration,Campaign: DDoS attacks against the websites and online resources of two Greek ministries,Disruption,DDoS,KillNet,Possible,
0,10-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
1,10-11-22,Poland,Public administration,DDoS attack against the website of the Polish national agency for energy saving,Disruption,DDoS,NoName057(16),Possible,
2,09-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
3,09-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
4,09-11-22,Poland,Public administration,DDoS attack against the website of a regional Polish tax administration,Disruption,DDoS,NoName057(16),Possible,
5,09-11-22,Poland,Administrative / Support,DDoS attack against the website of a Polish graduate tracking system,Disruption,DDoS,NoName057(16),Possible,
6,09-11-22,Poland,Administrative / Support,DDoS attack against the website of a Polish correctional facility,Disruption,DDoS,NoName057(16),Possible,
7,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish provincial veterinary inspectorate,Disruption,DDoS,NoName057(16),Possible,
8,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
9,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish ministry,Disruption,DDoS,NoName057(16),Possible,
0,08-11-22,Poland,Public administration,DDoS attack against an online resource of a Polish ministry,Disruption,DDoS,NoName057(16),Possible,
1,08-11-22,Poland,Health,DDoS attack against the website of the oldest public health institution in Poland,Disruption,DDoS,NoName057(16),Possible,
2,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
3,08-11-22,Poland,Administrative / Support,DDoS attack against the website of a Polish regional assay office.,Disruption,DDoS,NoName057(16),Possible,
4,08-11-22,Ukraine,Unknown,Campaign: Phishing campaign reported by CERT-UA,Unknown,Phishing,UAC-0133,Confirmed,
5,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish agency for enterprise development,Disruption,DDoS,NoName057(16),Possible,
6,08-11-22,Poland,Administrative / Support,DDoS attack against the website of the first Polish digital archive,Disruption,DDoS,NoName057(16),Possible,
7,08-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
8,08-11-22,Ukraine,Financial,DDoS attack against the website of a Ukrainian online payment system.,Disruption,DDoS,People's CyberArmy,Possible,
9,07-11-22,United States,Public administration,DDoS attack against a US state's secretary,Disruption,DDoS,People's CyberArmy,Confirmed,
0,07-11-22,Poland,Public administration,DDoS attack against the website of a Polish district court.,Disruption,DDoS,NoName057(16),Possible,
